tipologia_empresa,risk_data_date,fiscal_province_desc,risk_segment_id,cnae_codigo,puntuacion_intrinseca,puntuacion_comparable,xti_marcacoh,latitud,longitud,customer_id_codificado
PYME,2023-12-31,BARCELONA,01,73,63.73,640.18778147,0.0,41.4100000,2.1700000,958616400
PYME,2024-12-31,CUENCA,01,14,45.91,580.87856249,1.0,40.0100000,-3.0100000,317032572
PYME,2023-12-31,CASTELLON,01,71,78.46,689.21274194,0.0,39.9900000,-0.0400000,762649781
PYME,2024-12-31,GIPUZKOA,02,74,56.35,619.3990008000001,0.0,43.1400000,-2.4900000,486772831
PYME,2023-12-31,CUENCA,02,49,45.18,577.12582304,1.0,39.4500000,-2.6800000,380890346
PYME,2023-12-31,VALENCIA,03,43,45.438,598.8949539700001,0.0,39.5500000,-0.5800000,192755189
PYME,2024-12-31,MADRID,05,47,75.67,677.98644677,0.0,40.3900000,-3.7300000,228034245
PYME,2024-12-31,MADRID,01,43,76.2,681.6909218000001,0.0,40.2100000,-3.5800000,188604605
PYME,2023-12-31,TENERIFE,01,96,71.15,664.88331485,0.0,28.4700000,-16.2500000,333656249
PYME,2024-12-31,BIZKAIA,03,69,63.01,625.27606115,0.0,43.2800000,-2.8600000,347257343
PYME,2024-12-31,BARCELONA,05,53,72.32,671.01834292,0.0,41.2800000,1.9600000,449386518
PYME,2023-12-31,MADRID,03,71,72.73,639.86884295,0.0,40.4300000,-3.7200000,571263069
PYME,2024-12-31,BARCELONA,01,68,46.28,582.11001092,0.0,41.9300000,2.2500000,183524130
PYME,2024-12-31,MADRID,01,68,79.76,693.53945264,0.0,40.4400000,-3.6100000,577573130
PYME,2024-12-31,BARCELONA,02,47,40.3,558.6573264,0.0,41.4400000,2.2100000,499990320
PYME,2023-12-31,MADRID,01,10,65.99,647.7096016099999,0.0,40.4600000,-3.6900000,419736405
PYME,2023-12-31,MADRID,06,59,68.6,655.726758,0.0,40.3700000,-3.7500000,138634192
PYME,2023-12-31,MADRID,02,56,61.12,637.4511993599999,0.0,40.5500000,-3.6300000,787237692
PYME,2024-12-31,BARCELONA,02,46,64.53,650.35643984,0.0,41.3900000,2.1400000,646981065
PYME,2024-12-31,MADRID,01,10,68.68,656.66256452,1.0,40.3800000,-3.7100000,496484841
PYME,2023-12-31,BARCELONA,04,70,80.34,648.6251988,0.0,41.4000000,2.1500000,544956014
PYME,2024-12-31,BARCELONA,01,46,59.7,626.7749783,0.0,41.4400000,1.8700000,880318865
PYME,2023-12-31,MADRID,04,46,67.4,621.70974,0.0,40.3900000,-3.7600000,242443207
PYME,2023-12-31,BARCELONA,06,56,76.52,672.2005164,0.0,41.4000000,2.1600000,645390114
PYME,2023-12-31,BIZKAIA,03,94,84.64,657.7495046,0.0,43.2600000,-2.9300000,820656712
PYME,2023-12-31,SALAMANCA,03,56,67.21,631.58158415,0.0,40.9600000,-5.6700000,213150110
PYME,2024-12-31,TARRAGONA,02,47,49.61,593.89128208,0.0,41.1300000,1.2000000,155272765
PYME,2023-12-31,BADAJOZ,01,96,70.15,661.5550758500001,0.0,38.4200000,-6.4100000,458002381
PYME,2024-12-31,TARRAGONA,01,56,65.37,645.6460934300001,0.0,41.0100000,0.9400000,521568444
PYME,2024-12-31,BARCELONA,06,70,77.37,673.9685334,0.0,41.4600000,2.2500000,664807546
PYME,2024-12-31,MADRID,01,69,86.77,716.87040803,0.0,40.4300000,-3.7200000,486247431
PYME,2024-12-31,MADRID,04,85,78.79,645.4011678,0.0,40.5700000,-3.6100000,817279091
PYME,2024-12-31,BARCELONA,01,87,70.04,661.18896956,0.0,42.0100000,2.2800000,310342586
PYME,2024-12-31,LAS PALMAS,04,47,69.76,626.6185872,0.0,27.7500000,-15.6100000,464611365
PYME,2024-12-31,JAEN,03,56,73.38,640.8446977000001,0.0,38.1000000,-3.6300000,524655460
PYME,2024-12-31,LAS PALMAS,02,46,56.28,619.13408384,0.0,28.8700000,-13.8400000,977766811
PYME,2024-12-31,BARCELONA,01,46,65.13,644.84731607,0.0,41.2800000,1.9800000,820480045
PYME,2024-12-31,BARCELONA,06,47,84.04,687.8422668000001,0.0,42.0000000,2.2900000,767496115
PYME,2023-12-31,MALAGA,01,47,68.76,656.92882364,0.0,37.1200000,-4.8600000,435585237
PYME,2023-12-31,MURCIA,01,43,75.11,678.06314129,0.0,38.0900000,-1.7800000,340911948
PYME,2023-12-31,BARCELONA,01,68,83.41,705.6875249899999,0.0,41.6100000,2.2800000,304041959
PYME,2024-12-31,LUGO,03,45,40.84,591.9919076000001,0.0,43.0100000,-7.6400000,866085871
PYME,2024-12-31,ASTURIAS,01,47,56.99,617.75545061,0.0,43.3800000,-5.8100000,310887236
PYME,2023-12-31,NAVARRA,03,71,78.72,648.8617198000001,0.0,42.8200000,-1.5800000,748062684
PYME,2024-12-31,TARRAGONA,03,56,50.543,606.5591670450001,0.0,41.0700000,1.1500000,914680485
PYME,2023-12-31,BARCELONA,01,46,70.54,662.85308906,0.0,41.5300000,2.4200000,898950685
PYME,2023-12-31,VALENCIA,01,58,67.1,651.4039468999999,0.0,39.4600000,-0.3600000,460556501
PYME,2023-12-31,MADRID,03,70,76.32,645.2585638,0.0,40.4900000,-3.7100000,561540968
PYME,2023-12-31,BARCELONA,03,47,64.859,628.051992585,0.0,41.6300000,2.3600000,907555291
PYME,2023-12-31,GIPUZKOA,01,81,55.42,612.53011538,0.0,43.2800000,-1.9500000,649297544
PYME,2023-12-31,LLEIDA,06,56,56.56,630.6833172,0.0,42.1700000,0.9000000,555843966
PYME,2023-12-31,ALMERIA,02,49,51.93,602.67138704,0.0,36.9300000,-2.4600000,444668066
PYME,2024-12-31,CORDOBA,01,45,60.78,630.36947642,0.0,37.4400000,-4.2100000,251087925
PYME,2024-12-31,MALAGA,02,79,44.82,575.76339296,0.0,36.5800000,-4.5900000,291671127
PYME,2023-12-31,ZARAGOZA,03,85,69.1,634.4190695,0.0,41.6400000,-1.0000000,866401170
PYME,2024-12-31,ILLES BALEARS,01,41,72.76,670.24177964,0.0,38.9000000,1.4100000,115384524
PYME,2023-12-31,BARCELONA,02,81,66.02,655.99538656,0.0,41.4100000,2.0000000,210941002
PYME,2023-12-31,MADRID,06,47,53.34,623.9856528,0.0,40.5000000,-3.7000000,462282102
PYME,2023-12-31,ALICANTE,03,71,73.78,641.4452237,0.0,38.7400000,-0.4400000,602788265
PYME,2024-12-31,MADRID,01,62,80.1,694.6710539000001,0.0,40.3800000,-3.6300000,284457304
PYME,2023-12-31,LAS PALMAS,01,77,65.38,645.67937582,0.0,29.0200000,-13.5100000,106826909
PYME,2023-12-31,MADRID,03,28,60.061,620.848683215,1.0,40.6300000,-4.0200000,161703930
PYME,2024-12-31,BARCELONA,03,56,45.78,599.4084037,0.0,41.4100000,2.1400000,212905095
PYME,2023-12-31,CADIZ,03,47,51.53,608.04096495,0.0,36.5900000,-6.2400000,745264028
PYME,2023-12-31,BARCELONA,03,62,67.11,631.4314526500001,0.0,41.4000000,2.1800000,946947697
PYME,2023-12-31,MADRID,01,68,80.82,697.0673859799999,0.0,40.4500000,-3.7900000,104526219
PYME,2024-12-31,BARCELONA,01,46,56.88,617.38934432,0.0,41.5200000,2.4100000,789769806
PYME,2024-12-31,ILLES BALEARS,03,46,40.87,592.0369470500001,0.0,39.8500000,3.1300000,786870265
PYME,2024-12-31,NAVARRA,01,68,62.69,636.72641291,0.0,42.4200000,-2.0800000,811424233
PYME,2024-12-31,CANTABRIA,07,69,62.92,625.13189648,0.0,43.3500000,-4.0400000,891355290
PYME,2024-12-31,BARCELONA,01,70,88.32,722.0291784799999,0.0,41.4000000,2.1800000,171519319
PYME,2023-12-31,ALICANTE,03,71,50.63,606.68978145,1.0,38.3400000,-0.5200000,584873468
PYME,2023-12-31,MADRID,02,49,68.08,663.79151424,0.0,40.4300000,-3.6500000,508607200
PYME,2024-12-31,BARCELONA,01,43,72.9,670.7077331,0.0,41.4600000,2.0400000,606313627
PYME,2024-12-31,ALICANTE,03,15,54.6,612.6500020000001,0.0,38.1900000,-0.5500000,354614971
PYME,2023-12-31,BARCELONA,03,62,80.56,651.6241394000001,0.0,41.4200000,2.1700000,569027663
PYME,2024-12-31,PONTEVEDRA,03,68,42.377,594.299428755,1.0,42.4900000,-8.8700000,916515264
PYME,2024-12-31,BARCELONA,01,56,75.86,680.55932054,0.0,41.5000000,1.8700000,246935246
PYME,2024-12-31,BARCELONA,07,49,65.39,629.53768241,0.0,41.5900000,2.4000000,430217768
PYME,2024-12-31,MADRID,04,10,56.94,599.9527308,0.0,40.4100000,-3.7000000,438854498
PYME,2024-12-31,BARCELONA,03,62,69.61,635.18474015,0.0,41.4000000,2.1800000,698004900
PYME,2023-12-31,TENERIFE,01,18,78.21,688.38068219,0.0,28.4700000,-16.2500000,328565753
PYME,2024-12-31,MALAGA,01,46,60.27,628.67207453,0.0,36.6800000,-4.5400000,475845738
PYME,2024-12-31,BARCELONA,01,61,43.56,573.05720084,1.0,41.3800000,2.1300000,995294876
PYME,2024-12-31,CACERES,01,71,70.12,661.45522868,0.0,39.4200000,-6.6900000,847982955
PYME,2024-12-31,BADAJOZ,02,56,59.19,630.14706032,0.0,38.4200000,-6.4200000,515742045
PYME,2023-12-31,TARRAGONA,01,01,72.69,670.00880291,0.0,41.1600000,1.1100000,931316792
PYME,2023-12-31,GIRONA,01,45,84.33,708.74950487,0.0,42.4300000,1.9300000,950247263
PYME,2023-12-31,BARCELONA,03,42,40.735,591.8342695250001,1.0,41.5200000,2.1300000,544517330
PYME,2023-12-31,MADRID,01,68,77.22,685.08572558,0.0,40.4500000,-3.7000000,216368474
PYME,2023-12-31,SEVILLA,01,69,66.89,650.70501671,0.0,37.3800000,-5.9700000,918855821
PYME,2024-12-31,TARRAGONA,03,47,69.2,634.569201,0.0,41.0700000,1.0600000,331885590
PYME,2024-12-31,MALAGA,07,69,83.73,662.2510888700001,0.0,36.5500000,-4.6300000,681574256
PYME,2023-12-31,MADRID,01,81,78.63,689.77854257,0.0,40.3800000,-3.7100000,281615230
PYME,2023-12-31,LLEIDA,03,42,42.58,594.6041957,0.0,41.6500000,0.6900000,186888061
PYME,2023-12-31,MADRID,03,87,49.94,605.6538741,0.0,40.4600000,-3.6300000,611263139
PYME,2023-12-31,MADRID,04,66,65.63,618.0281046,0.0,40.4300000,-3.6900000,633068619
PYME,2023-12-31,ALMERIA,01,01,65.48,646.01219972,0.0,36.8400000,-2.4600000,199231580
PYME,2024-12-31,CORDOBA,02,47,63.28,645.62577984,0.0,37.8900000,-4.7800000,190095692
PYME,2024-12-31,LLEIDA,01,46,72.24,668.51109536,0.0,41.5500000,0.7000000,561867638
PYME,2024-12-31,ZARAGOZA,03,77,51.165,607.492984975,0.0,41.9200000,-1.2600000,817331191
PYME,2024-12-31,VALENCIA,01,46,78.68,689.94495452,0.0,39.1600000,-0.2600000,924147609
PYME,2023-12-31,MURCIA,02,56,67.88,663.03460864,0.0,37.5700000,-1.2600000,114773727
PYME,2024-12-31,BIZKAIA,04,46,55.57,597.1031034,0.0,43.2200000,-2.7300000,585312251
PYME,2023-12-31,SEVILLA,01,41,61.96,634.29679844,0.0,37.5500000,-5.8700000,448083236
PYME,2023-12-31,SEVILLA,01,68,67.26,651.93646514,0.0,37.3600000,-5.9700000,808351553
PYME,2023-12-31,MADRID,01,96,64.86,643.94869154,0.0,40.2700000,-3.7800000,277180821
PYME,2024-12-31,LLEIDA,01,35,65.41,645.77922299,0.0,41.6100000,0.6200000,441814143
PYME,2024-12-31,ALICANTE,01,47,74.01,674.40207839,0.0,38.0800000,-1.0000000,214174749
PYME,2023-12-31,MADRID,01,46,66.05,647.90929595,1.0,40.4200000,-3.6700000,568969073
PYME,2024-12-31,SEVILLA,01,47,51.58,599.74967762,0.0,37.4100000,-5.9600000,445447743
PYME,2024-12-31,MALAGA,03,86,69.87,635.5750820500001,0.0,36.7400000,-4.4100000,604560560
PYME,2023-12-31,BARCELONA,06,55,66.65,651.670719,0.0,42.0300000,1.8900000,737256903
PYME,2024-12-31,MADRID,04,68,64.87,616.4472894,0.0,40.4900000,-3.7100000,138248262
PYME,2024-12-31,CADIZ,02,49,60.8,636.2401504,0.0,36.6900000,-6.1600000,928068030
PYME,2023-12-31,SEVILLA,04,56,53.11,591.9862542,0.0,37.3600000,-5.9800000,985044549
PYME,2024-12-31,MADRID,01,69,54.84,610.59973676,0.0,40.3900000,-3.7100000,549666494
PYME,2024-12-31,ALBACETE,01,29,79.19,691.64235641,0.0,38.7100000,-1.0000000,967748089
PYME,2023-12-31,MADRID,01,56,56.55,616.29102545,0.0,40.4300000,-3.7200000,675639452
PYME,2024-12-31,MADRID,03,68,76.88,646.0993002,0.0,40.5000000,-3.6700000,394117404
PYME,2023-12-31,MADRID,03,47,50.37,606.29943955,0.0,40.4200000,-3.6700000,385952560
PYME,2023-12-31,MADRID,03,43,59.86,620.5469189,0.0,40.4200000,-3.8200000,902938810
PYME,2024-12-31,MALAGA,01,41,49.94,594.29136566,0.0,36.5200000,-5.0500000,614295806
PYME,2024-12-31,MADRID,01,46,74.93,677.46405827,0.0,40.2700000,-3.7500000,418247722
PYME,2023-12-31,PONTEVEDRA,03,56,51.73,608.3412279500001,0.0,42.7500000,-8.0200000,585072931
PYME,2024-12-31,MALAGA,03,56,65.08,628.3837832,0.0,36.5100000,-4.8700000,652498446
PYME,2024-12-31,BARCELONA,01,70,78.32,688.74678848,0.0,41.4000000,2.1600000,929844995
PYME,2024-12-31,PONTEVEDRA,03,90,59.431,619.902854765,0.0,42.2400000,-8.7100000,692043396
PYME,2024-12-31,MALAGA,02,81,66.67,658.45532976,0.0,36.5100000,-4.8900000,295171698
PYME,2023-12-31,MALAGA,01,70,76.39,682.32328721,0.0,36.5100000,-4.8900000,151761294
PYME,2023-12-31,VALENCIA,01,45,66.99,651.03784061,0.0,39.4600000,-0.4900000,561697519
PYME,2023-12-31,JAEN,03,47,69.25,634.64426675,0.0,38.1000000,-3.6300000,959594968
PYME,2024-12-31,GIPUZKOA,03,31,50.94,607.1551891,0.0,43.2600000,-1.9600000,399729983
PYME,2023-12-31,MADRID,04,47,91.45,671.734221,0.0,40.4800000,-3.7200000,272383131
PYME,2023-12-31,MURCIA,02,56,49.24,592.49100672,0.0,37.9900000,-1.0600000,902540807
PYME,2023-12-31,BARCELONA,01,69,81.05,697.83288095,0.0,41.9300000,2.2500000,517989519
PYME,2023-12-31,BARCELONA,04,64,83.04,654.2412528,0.0,41.5600000,2.0100000,534266649
PYME,2023-12-31,OURENSE,02,47,64.46,650.09152288,0.0,42.3400000,-7.8700000,889882301
PYME,2024-12-31,PONTEVEDRA,03,46,66.421,630.397046615,0.0,42.4600000,-8.6400000,324653692
PYME,2024-12-31,ALMERIA,02,49,41.43,562.93384304,0.0,37.3900000,-2.1400000,636542076
PYME,2023-12-31,MADRID,02,46,77.56,699.66883968,0.0,40.4300000,-3.7000000,757534388
PYME,2024-12-31,CADIZ,03,62,70.61,636.68605515,0.0,36.5800000,-6.2200000,151950277
PYME,2024-12-31,LLEIDA,04,51,91.59,672.0254238,0.0,41.6200000,0.6600000,916401154
PYME,2023-12-31,BARCELONA,01,46,54.18,608.40309902,0.0,41.4000000,2.1700000,435553183
PYME,2024-12-31,VALENCIA,04,56,79.04,645.9211728,0.0,39.4800000,-0.3800000,276212658
PYME,2024-12-31,BARCELONA,01,43,67.65,653.23447835,0.0,41.5200000,2.1200000,467167544
PYME,2024-12-31,GIPUZKOA,06,43,56.69,630.9537197999999,0.0,43.2700000,-2.0200000,574605989
PYME,2024-12-31,MALAGA,02,85,63.43,646.19345904,0.0,36.7200000,-4.3600000,257458598
PYME,2024-12-31,TENERIFE,01,56,60.13,628.20612107,0.0,28.0500000,-16.7200000,353502107
PYME,2024-12-31,MALAGA,06,41,73.19,665.2740498,0.0,36.6400000,-4.4900000,334332930
PYME,2023-12-31,GRANADA,04,56,63.37,613.3272594,0.0,36.7400000,-3.6700000,808125617
PYME,2023-12-31,TARRAGONA,01,68,61.62,633.16519718,0.0,41.0700000,1.0500000,814126920
PYME,2023-12-31,A CORUÑA,01,25,73.04,671.1736865600001,0.0,43.2400000,-8.1500000,921876765
PYME,2023-12-31,MADRID,01,73,70.69,663.35232491,0.0,40.4400000,-3.7000000,386148609
PYME,2024-12-31,ALICANTE,01,56,66.4,649.0741796,0.0,38.7000000,0.1200000,695433100
PYME,2024-12-31,BARCELONA,02,96,71.9,678.2484112,0.0,41.6300000,2.1600000,398473517
PYME,2024-12-31,MADRID,01,69,77.72,686.74984508,0.0,40.4100000,-3.6700000,527580913
PYME,2024-12-31,BIZKAIA,03,47,71.98,638.7428567000001,0.0,43.3600000,-2.5000000,256450452
PYME,2024-12-31,BARCELONA,02,46,75.6,692.2511648,0.0,41.3900000,2.1400000,789024691
PYME,2024-12-31,BARCELONA,03,56,68.23,633.11292545,0.0,41.3900000,2.1600000,184085117
PYME,2023-12-31,MALAGA,01,69,63.72,640.15449908,0.0,36.7200000,-4.4200000,195117416
PYME,2023-12-31,JAEN,03,01,55.91,614.61672465,0.0,37.7700000,-3.7800000,211454765
PYME,2024-12-31,ALMERIA,03,56,57.013,616.2726750950001,0.0,36.8700000,-2.4400000,961748809
PYME,2024-12-31,SEVILLA,03,56,50.852,607.02307338,0.0,37.3400000,-5.9300000,425160309
PYME,2023-12-31,BARCELONA,03,41,60.61,621.67290515,0.0,41.3900000,2.1900000,192535179
PYME,2023-12-31,MALAGA,03,45,43.281,595.6566175150001,0.0,36.7000000,-4.4800000,462380172
PYME,2024-12-31,BARCELONA,01,62,79.88,693.9388413199999,0.0,41.4100000,2.1400000,358112703
PYME,2024-12-31,BIZKAIA,01,33,72.67,669.9422381300001,0.0,43.2400000,-2.8000000,581539560
PYME,2024-12-31,BIZKAIA,02,22,63.92,648.04787776,0.0,43.2300000,-2.8600000,524804319
PYME,2024-12-31,ALICANTE,01,18,58.83,623.87941037,0.0,38.8500000,0.0100000,986142137
PYME,2023-12-31,BARCELONA,04,46,58.63,603.4679646,0.0,41.4600000,1.7000000,843120597
PYME,2023-12-31,VALENCIA,02,46,58.36,627.0059020799999,0.0,39.4500000,-0.4100000,133143122
PYME,2023-12-31,BARCELONA,03,68,72.67,639.7787640500001,0.0,41.3600000,2.1000000,439602481
PYME,2023-12-31,VALLADOLID,02,47,77.19,698.26856432,0.0,41.6000000,-4.1200000,169931377
PYME,2024-12-31,ASTURIAS,04,73,79.73,647.3563866,0.0,43.3600000,-5.8500000,930166449
PYME,2024-12-31,HUELVA,01,45,73.24,671.83933436,0.0,37.2500000,-6.9500000,145688795
PYME,2023-12-31,SEVILLA,01,18,55.42,612.53011538,0.0,37.6600000,-5.5300000,260939083
PYME,2024-12-31,HUESCA,03,41,38.503,588.4833344450001,0.0,42.1300000,-0.4000000,924780275
PYME,2024-12-31,SEVILLA,03,46,61.34,622.7688651000001,0.0,37.4100000,-5.9600000,370666399
PYME,2023-12-31,CADIZ,03,01,74.9,643.1266965000001,0.0,36.7500000,-5.7100000,462017771
PYME,2024-12-31,ALICANTE,02,25,62.99,644.52826672,0.0,38.3500000,-0.5200000,149339622
PYME,2024-12-31,TENERIFE,07,79,46.4,595.6648586,0.0,28.0800000,-16.5600000,706449270
PYME,2024-12-31,LUGO,01,01,50.9,597.4864751,0.0,42.7100000,-7.7500000,690792817
PYME,2023-12-31,ILLES BALEARS,03,96,52.16,608.9867934,0.0,39.6300000,2.6000000,598020224
PYME,2024-12-31,SEVILLA,03,90,34.64,582.6837546,1.0,37.3900000,-6.0500000,182232613
PYME,2024-12-31,BARCELONA,06,43,71.17,661.0724094,0.0,41.2600000,1.9500000,556687404
PYME,2023-12-31,MALAGA,03,46,68.88,634.0887802000001,0.0,36.5400000,-4.6400000,317502756
PYME,2023-12-31,BARCELONA,03,59,67.28,631.6866762000001,0.0,41.4000000,2.1600000,989439242
PYME,2023-12-31,ALICANTE,04,41,62.75,612.037647,0.0,38.3900000,-0.4300000,253510246
PYME,2023-12-31,BARCELONA,01,31,46.43,582.60924677,0.0,41.5500000,2.2400000,604139847
PYME,2024-12-31,MADRID,01,74,65.93,647.50990727,0.0,40.8100000,-3.5500000,889980944
PYME,2023-12-31,A CORUÑA,01,18,63.47,639.32243933,0.0,43.0400000,-8.3200000,336380774
PYME,2024-12-31,NAVARRA,01,69,67.81,653.76699659,0.0,42.6700000,-2.0300000,777628894
PYME,2023-12-31,CANTABRIA,03,41,75.82,644.5079063000001,0.0,43.3500000,-4.0400000,597721158
PYME,2024-12-31,TENERIFE,01,79,67.4,652.4024186,0.0,28.0800000,-16.5600000,694801714
PYME,2024-12-31,MADRID,04,62,61.03,608.4600126,0.0,40.4700000,-3.7300000,590131484
PYME,2023-12-31,BARCELONA,01,10,50.74,596.9539568600001,0.0,41.4700000,2.0200000,882875352
PYME,2024-12-31,MADRID,06,47,78.83,677.0053626,0.0,40.3000000,-3.7300000,136394270
PYME,2023-12-31,CADIZ,03,68,59.319,619.7347074850001,0.0,36.2800000,-5.2900000,654505960
PYME,2023-12-31,CADIZ,01,43,61.8,633.7642802,0.0,36.1100000,-5.4400000,651055906
PYME,2024-12-31,BARCELONA,04,68,73.04,633.4410528000001,0.0,41.5000000,2.3500000,146401449
PYME,2023-12-31,TOLEDO,01,46,50.71,596.85410969,0.0,39.6900000,-3.7700000,251721512
PYME,2023-12-31,MADRID,01,85,56.93,617.5557562700001,1.0,40.4000000,-3.8400000,384031002
PYME,2024-12-31,SEVILLA,01,71,45.64,579.97993796,0.0,37.3700000,-5.9800000,201154034
PYME,2024-12-31,MALAGA,01,96,65.63,646.51143557,0.0,36.6000000,-4.5400000,939145046
PYME,2024-12-31,LUGO,01,56,66.25,648.57494375,0.0,43.5700000,-7.2500000,640865382
PYME,2024-12-31,CORDOBA,03,86,75.77,644.43284055,0.0,37.9000000,-4.7800000,295363443
PYME,2023-12-31,ALMERIA,06,82,83.03,685.7414466,0.0,36.8700000,-2.5000000,320186701
PYME,2024-12-31,LAS PALMAS,02,46,53.53,608.72663184,0.0,29.0000000,-13.6100000,865323957
PYME,2023-12-31,ALICANTE,01,62,55.47,612.69652733,0.0,38.2900000,-0.6100000,528941493
PYME,2024-12-31,MADRID,07,68,47.79,598.14422801,0.0,40.4300000,-3.6900000,568949400
PYME,2024-12-31,LLEIDA,03,46,32.938,580.12851647,0.0,41.8000000,0.5700000,557853199
PYME,2024-12-31,JAEN,04,47,69.24,625.5369768,0.0,37.7700000,-3.7900000,961548793
PYME,2024-12-31,BARCELONA,01,46,56.87,617.35606193,0.0,41.3500000,2.1000000,471412790
PYME,2024-12-31,BARCELONA,03,46,61.1,622.4085495,0.0,41.6100000,2.2800000,812926220
PYME,2023-12-31,MALAGA,01,46,72.76,670.24177964,0.0,36.7200000,-4.4400000,900790966
PYME,2024-12-31,BARCELONA,04,68,66.49,619.8169218,0.0,41.3900000,2.2000000,116331472
PYME,2024-12-31,GIRONA,04,43,85.9,660.19011,0.0,42.4300000,2.8700000,183614742
PYME,2023-12-31,CANTABRIA,02,25,67.37,661.10449936,0.0,43.4000000,-3.8500000,693157977
PYME,2023-12-31,ALBACETE,01,46,71.97,667.61247083,0.0,39.0000000,-1.8600000,205068438
PYME,2023-12-31,MADRID,02,46,72.48,680.44343744,0.0,40.4600000,-3.8800000,418449826
PYME,2024-12-31,TARRAGONA,03,46,74.21,642.0907891500001,0.0,40.7500000,0.6300000,469645023
PYME,2024-12-31,MADRID,03,56,59.39,619.84130085,0.0,40.4800000,-3.7000000,184371176
PYME,2024-12-31,MADRID,02,46,53.46,608.46171488,0.0,40.4500000,-3.7000000,197786756
PYME,2023-12-31,MALAGA,04,47,58.17,602.5111554,0.0,36.5400000,-4.6200000,500288620
PYME,2024-12-31,MALAGA,01,46,76.51,682.72267589,0.0,36.6100000,-4.5200000,298379236
PYME,2023-12-31,BARCELONA,03,85,80.91,652.14959965,0.0,41.3800000,2.1300000,220846743
PYME,2024-12-31,VALENCIA,01,49,79.1,691.3428149,0.0,39.4800000,-0.4200000,660646120
PYME,2024-12-31,BIZKAIA,03,70,76.61,645.69394515,0.0,43.3700000,-3.0300000,393235393
PYME,2024-12-31,ALICANTE,03,71,62.25,624.1350617500001,0.0,37.9800000,-0.6800000,166216280
PYME,2024-12-31,MALAGA,01,32,59.55,626.27574245,0.0,36.7200000,-4.4100000,169520434
PYME,2024-12-31,BARCELONA,01,69,74.16,674.90131424,0.0,41.4900000,2.1400000,290135068
PYME,2024-12-31,PONTEVEDRA,03,94,42.46,594.4240379,0.0,42.4200000,-8.7400000,743025033
PYME,2024-12-31,ZAMORA,01,46,54.87,610.69958393,0.0,41.5000000,-5.7400000,897501839
PYME,2023-12-31,SEVILLA,01,45,58.1,621.4497959,0.0,37.3800000,-6.0000000,199320476
PYME,2023-12-31,ASTURIAS,02,43,57.35,623.1835288,0.0,43.5100000,-5.7300000,501173230
PYME,2023-12-31,ASTURIAS,01,62,76.23,681.79076897,0.0,43.3600000,-5.8600000,659747604
PYME,2024-12-31,ALICANTE,03,46,63.808,626.4741105200001,0.0,38.5400000,-0.1300000,975586281
PYME,2023-12-31,A CORUÑA,01,43,79.3,692.0084627,0.0,42.7400000,-8.6600000,194508864
PYME,2023-12-31,TENERIFE,03,01,73.6,641.1749870000001,0.0,28.6400000,-17.9300000,838485396
PYME,2024-12-31,CASTELLON,06,68,56.07,629.6641073999999,0.0,40.1100000,-0.0500000,987827953
PYME,2024-12-31,ALBACETE,07,43,66.44,631.41058736,0.0,38.7900000,-1.3300000,774455619
PYME,2024-12-31,LEON,01,46,61.81,633.79756259,0.0,42.5600000,-6.6400000,566787242
PYME,2023-12-31,BARCELONA,02,13,54.26,611.48933728,0.0,41.6300000,2.2900000,919679049
PYME,2024-12-31,MADRID,01,41,71.49,666.0149161100001,0.0,40.3800000,-3.7100000,397569356
PYME,2023-12-31,MALAGA,01,81,61.79,633.73099781,0.0,36.5100000,-4.8900000,753448952
PYME,2024-12-31,MURCIA,06,71,74.27,667.5204713999999,0.0,37.9900000,-1.1300000,498877513
PYME,2023-12-31,BADAJOZ,01,66,80.45,695.83593755,0.0,38.7300000,-5.5400000,622116247
PYME,2023-12-31,MADRID,04,43,86.73,661.9165266,0.0,40.3700000,-3.6400000,638783058
PYME,2023-12-31,MALAGA,04,41,55.88,597.7479096,0.0,36.7200000,-4.4300000,607007174
PYME,2023-12-31,BIZKAIA,01,73,70.7,663.3856073000001,0.0,43.2700000,-2.9400000,794068845
PYME,2023-12-31,TOLEDO,01,49,58.81,623.81284559,0.0,39.6800000,-3.9700000,445689979
PYME,2024-12-31,GIRONA,03,68,80.06,650.8734819000001,0.0,41.9800000,2.8200000,151896470
PYME,2024-12-31,BARCELONA,01,46,50.75,596.98723925,1.0,41.3100000,2.0100000,513861682
PYME,2024-12-31,BIZKAIA,02,28,68.01,663.52659728,0.0,43.2500000,-2.9100000,493180171
PYME,2023-12-31,LLEIDA,01,47,57.76,620.31819464,0.0,41.6500000,1.1400000,657440351
PYME,2024-12-31,TENERIFE,01,08,77.91,687.38221049,0.0,28.0700000,-16.5600000,420070516
PYME,2023-12-31,GIRONA,01,50,59.42,625.8430713800001,0.0,42.0500000,3.2100000,177381656
PYME,2023-12-31,CADIZ,03,47,65.85,629.53979575,0.0,36.0200000,-5.6100000,169750384
PYME,2024-12-31,MADRID,01,62,68.06,654.5990563400001,0.0,40.4200000,-3.6700000,412634456
PYME,2023-12-31,SEVILLA,01,56,56.58,616.39087262,0.0,37.3400000,-5.8500000,501496589
PYME,2023-12-31,TOLEDO,02,28,73.79,685.4011691200001,0.0,40.1200000,-3.8500000,264010690
PYME,2024-12-31,VALLADOLID,01,79,79.74,693.47288786,0.0,41.6400000,-4.7200000,911251559
