edad;sexo;febpol_ult;fefe_ult;terri;canal;Polizas_cia;Renta;Geo_Medio; PMf ;igaract;PM_i;igaract_i;Rescates;Rescates_X;Parciales;fefe1;fnac1;febpol1;ypol;response
71;1;0;20251027;9;null;null;25570;6; 10,040 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1954;0;0;0
57;2;0;20251028;1;4;Multipoliza;22000;10; 12,637 ;3;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
65;2;0;20251028;5;6;Multipoliza;28633;7; 42,189 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
76;2;0;20251030;3;4;Multipoliza;29498;7; 50,208 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1949;0;0;0
46;1;0;20251031;9;3;Multipoliza;38224;4; 55,252 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1979;0;0;0
68;1;0;20251030;4;4;Multipoliza;20722;7; 11,067 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1957;0;0;0
37;1;0;20251030;3;4;Multipoliza;18658;7; 11,328 ;3;0;null;0;0;Sin Rescates Parciales;2025;1988;0;0;0
71;1;0;20251103;1;null;null;27479;7; 30,125 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1954;0;0;0
78;2;0;20251103;2;4;Multipoliza;28685;7; 30,128 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1947;0;0;0
30;1;0;20251103;4;null;null;25706;6; 1,004 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1995;0;0;0
78;2;0;20251105;4;4;Multipoliza;38224;7; 41,443 ;3;0;null;0;0;Sin Rescates Parciales;2025;1947;0;0;0
53;2;0;20251104;5;4;Multipoliza;19684;8; 2,948 ;3;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
45;2;0;20251104;4;4;Multipoliza;23398;6; 6,968 ;3;0;null;0;0;Sin Rescates Parciales;2025;1980;0;0;0
60;2;0;20251106;1;4;Multipoliza;22000;9; 37,521 ;3;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
65;1;0;20251106;4;4;Multipoliza;27420;6; 13,661 ;3;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
59;1;0;20251106;4;2;Multipoliza;38224;7; 8,264 ;3;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
63;1;0;20251106;5;4;Multipoliza;21443;7; 40,872 ;3;0;null;0;0;Sin Rescates Parciales;2025;1962;0;0;0
73;2;0;20251110;4;null;null;17392;9; 20,074 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1952;0;0;0
69;1;0;20251110;5;null;null;20530;5; 30,104 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1956;0;0;0
55;2;0;20251110;3;null;null;28704;7; 10,044 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1970;0;0;0
79;1;0;20251112;10;4;Monopoliza;19025;10; 12,039 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1946;0;0;0
60;2;0;20251111;2;4;Multipoliza;36948;8; 5,365 ;3;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
70;2;0;20251111;2;4;Multipoliza;37124;8; 18,988 ;3;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
71;1;0;20251113;3;4;Multipoliza;26525;5; 50,208 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1954;0;0;0
61;1;20251114;20251114;3;6;Monopoliza;25514;5; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1964;2025;0;1
85;2;20251113;20251113;3;4;Multipoliza;27327;7; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1940;2025;0;1
54;1;0;20251113;4;2;Multipoliza;38224;5; 5,933 ;3;0;null;0;0;Sin Rescates Parciales;2025;1971;0;0;0
53;1;0;20251117;3;4;Multipoliza;18658;7; 19,322 ;3;0;null;0;0;Sin Rescates Parciales;2025;1972;0;0;0
43;1;0;20251119;3;null;null;26525;6; 100,359 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1982;0;0;0
66;1;0;20251118;1;4;Multipoliza;22000;8; 18,619 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
70;2;0;20251011;1;6;Multipoliza;27479;8; 7,717 ;3;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
65;1;0;20251121;3;4;Multipoliza;30343;3; 25,690 ;3;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
64;2;0;20251110;4;4;Monopoliza;38224;8; 56,492 ;3;0;null;0;0;Sin Rescates Parciales;2025;1961;0;0;0
32;2;0;20251121;1;4;Multipoliza;22000;11; 5,831 ;3;0;null;0;0;Sin Rescates Parciales;2025;1993;0;0;0
57;1;0;20251120;4;4;Multipoliza;27192;7; 100,323 ;3;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
58;1;0;20251125;5;4;Multipoliza;28543;7; 1,003 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
39;1;0;20251126;4;6;Monopoliza;13980;8; 35,087 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1986;0;0;0
17;2;20251127;20251127;9;null;null;28543;6; 85,020 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;2008;2025;0;1
77;1;0;20251127;1;4;Monopoliza;22000;7; 10,028 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1948;0;0;0
85;2;0;20251113;3;4;Multipoliza;27327;7; 10,037 ;3;0;null;0;0;Sin Rescates Parciales;2025;1940;0;0;0
62;1;0;20251127;1;null;null;24838;9; 50,142 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
50;1;0;20251127;4;4;Multipoliza;27204;5; 3,007 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1975;0;0;0
62;1;0;20251126;2;6;Monopoliza;23145;12; 6,017 ;3;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
59;2;0;20251128;4;2;Multipoliza;38224;7; 100,274 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
22;1;0;20251128;4;null;null;22000;7; 2,205 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;2003;0;0;0
59;1;0;20251128;5;4;Multipoliza;25674;7; 15,032 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
74;1;0;20251127;3;4;Multipoliza;20905;8; 4,957 ;3;0;null;0;0;Sin Rescates Parciales;2025;1951;0;0;0
57;2;0;20251127;4;4;Multipoliza;28244;8; 10,260 ;3;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
72;1;0;20251201;4;4;Monopoliza;26036;6; 100,287 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1953;0;0;0
57;2;0;20251201;4;4;Multipoliza;22154;10; 15,035 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
72;1;0;20251202;1;null;null;27037;8; 20,045 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1953;0;0;0
46;1;0;20251203;4;6;Multipoliza;28619;9; 15,033 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1979;0;0;0
75;1;0;20251203;3;null;null;23404;5; 75,165 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1950;0;0;0
63;2;0;20251203;15;null;null;24028;8; 1,002 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1962;0;0;0
65;2;0;20251203;3;4;Monopoliza;16345;9; 38,086 ;3;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
43;1;0;20251203;4;4;Multipoliza;20722;7; 12,602 ;3;0;null;0;0;Sin Rescates Parciales;2025;1982;0;0;0
70;2;0;20251205;2;4;Multipoliza;52053;7; 30,020 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1955;0;0;0
69;1;0;20251204;3;4;Multipoliza;26525;5; 9,580 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1956;0;0;0
49;2;0;20251209;1;6;Monopoliza;27968;7; 45,095 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1976;0;0;0
58;1;0;20251211;2;4;Multipoliza;32136;9; 200,314 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
56;1;0;20251211;1;4;Multipoliza;22501;9; 30,057 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1969;0;0;0
65;2;0;20251128;4;4;Multipoliza;20722;7; 19,791 ;3;0;null;0;0;Sin Rescates Parciales;2025;1960;0;0;0
62;2;0;20251212;3;4;Multipoliza;25180;5; 40,073 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
59;2;0;20251212;3;4;Multipoliza;30343;3; 60,109 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
78;1;0;20251212;2;6;Monopoliza;26544;9; 15,022 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1947;0;0;0
60;2;0;20251201;2;4;Monopoliza;22000;11; 64,468 ;3;0;null;0;0;Sin Rescates Parciales;2025;1965;0;0;0
58;2;0;20251211;4;4;Multipoliza;72899;9; 51,935 ;3;0;null;0;0;Sin Rescates Parciales;2025;1967;0;0;0
45;2;0;20251215;5;4;Multipoliza;25514;6; 3,005 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1980;0;0;0
54;2;20251215;20251215;3;4;Multipoliza;20905;3; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1971;2025;0;1
57;1;0;20251215;15;null;null;29084;6; 1,001 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1968;0;0;0
68;1;0;20251215;4;null;null;72899;9; 100,153 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1957;0;0;0
71;2;0;20251215;3;null;null;30343;8; 20,025 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1954;0;0;0
51;1;0;20251215;5;4;Multipoliza;25570;6; 10,015 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1974;0;0;0
71;2;0;20251218;2;4;Multipoliza;28628;6; 25,025 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1954;0;0;0
50;2;0;20251217;2;4;Multipoliza;28845;7; 10,011 ;3;0;null;0;0;Sin Rescates Parciales;2025;1975;0;0;0
62;1;0;20251219;10;4;Multipoliza;19855;10; 12,014 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1963;0;0;0
66;2;0;20251219;10;6;Monopoliza;20393;7; 25,024 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
59;2;0;20251219;5;null;null;23999;7; 300,344 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
61;1;0;20251222;5;null;null;24685;3; 100,086 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1964;0;0;0
59;1;0;20251222;15;null;null;22000;7; 1,001 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1966;0;0;0
64;2;0;20251222;1;null;null;23342;7; 25,018 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1961;0;0;0
60;1;20251223;20251223;3;4;Multipoliza;32496;7; -   ;null;0;null;0;0;Sin Rescates Parciales;2025;1965;2025;0;1
66;2;0;20251223;2;4;Multipoliza;37124;9; 65,931 ;3;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
27;1;0;20251224;3;null;null;28073;9; 20,013 ;3.55;0;null;0;0;Sin Rescates Parciales;2025;1998;0;0;0
27;2;0;20251224;3;null;null;25616;4; 8,204 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1998;0;0;0
61;2;0;20251226;2;4;Multipoliza;21816;10; 30,012 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1964;0;0;0
66;2;0;20251226;3;4;Multipoliza;20541;6; 4,999 ;3;0;null;0;0;Sin Rescates Parciales;2025;1959;0;0;0
86;2;0;20251230;15;null;null;24838;9; 10,001 ;2.9;0;null;0;0;Sin Rescates Parciales;2025;1939;0;0;0
51;1;0;20260102;3;4;Multipoliza;26678;5; -   ;null;0;null;0;0;Sin Rescates Parciales;2026;1974;0;-1;0
39;2;0;20230530;4;6;Multipoliza;24081;8; 3,178 ;2.5;3111.41;2.7;0;0;Sin Rescates Parciales;2023;1986;0;2;0
57;1;20250602;20230601;10;6;Multipoliza;null;null; 31,414 ;2.5;31139.6;2.7;31416.55;0;Sin Rescates Parciales;2023;1968;2025;2;1
68;1;0;20230531;3;4;Multipoliza;20956;9; 7,554 ;2.5;7407.61;2.7;0;0;Sin Rescates Parciales;2023;1957;0;2;0
43;1;0;20230607;4;4;Multipoliza;26978;8; 6,353 ;2.5;6221.02;2.7;0;0;Sin Rescates Parciales;2023;1982;0;2;0
69;2;0;20230606;5;4;Monopoliza;18187;10; 7,923 ;2.5;7781.62;2.7;0;0;Sin Rescates Parciales;2023;1956;0;2;0
62;1;0;20230609;3;6;Multipoliza;21412;8; 42,079 ;2.5;41309.43;2.7;0;0;Sin Rescates Parciales;2023;1963;0;2;0
57;1;0;20230615;4;4;Multipoliza;27192;7; 26,486 ;2.5;25923.76;2.7;0;0;Sin Rescates Parciales;2023;1968;0;2;0
64;2;0;20230613;2;2;Multipoliza;26253;8; 1,067,899 ;2.5;1047447.94;2.7;0;0;Sin Rescates Parciales;2023;1961;0;2;0
43;1;0;20230619;5;6;Multipoliza;18609;5; 42,366 ;2.5;41466.21;2.7;0;0;Sin Rescates Parciales;2023;1982;0;2;0
72;2;0;20230615;2;4;Monopoliza;37124;8; 11,169 ;2.5;31494.86;2.7;20000;0;Sin Rescates Parciales;2023;1953;0;2;0
60;1;0;20230620;1;4;Multipoliza;27479;6; 29,297 ;2.5;28761.64;2.7;0;0;Sin Rescates Parciales;2023;1965;0;2;0
64;1;0;20230712;3;4;Multipoliza;35316;9; 4,226 ;2.5;4138.16;2.7;0;0;Sin Rescates Parciales;2023;1961;0;2;0
77;1;20250724;20230724;1;4;Multipoliza;22000;9; 31,237 ;2.5;30941.71;2.7;31280.1;0;Sin Rescates Parciales;2023;1948;2025;2;1
28;1;0;20230731;10;4;Multipoliza;26636;6; 1,583 ;2.5;1549.71;2.7;0;0;Sin Rescates Parciales;2023;1997;0;2;0
80;1;20250822;20230822;4;4;Multipoliza;23142;10; 5,222 ;2.5;5159.05;2.7;5228.85;0;Sin Rescates Parciales;2023;1945;2025;2;1
56;2;20260203;20230829;10;4;Multipoliza;24266;7; 1,580 ;2.5;1546.94;2.7;0;0;Sin Rescates Parciales;2023;1969;2026;2;0
52;1;0;20230912;5;2;Monopoliza;23433;6; 31,534 ;2.5;30895.22;2.7;0;0;Sin Rescates Parciales;2023;1973;0;2;0
45;1;20250922;20230922;4;4;Multipoliza;52347;11; 44,745 ;2.5;44117.68;2.7;44808.02;0;Sin Rescates Parciales;2023;1980;2025;2;1
60;2;20251020;20231018;3;6;Multipoliza;25180;6; 10,443 ;2.5;10281.95;2.7;10455.93;0;Sin Rescates Parciales;2023;1965;2025;2;1
68;2;0;20231103;1;4;Multipoliza;22000;10; 38,341 ;2.5;37639.75;2.55;0;0;Sin Rescates Parciales;2023;1957;0;2;0
44;2;0;20231113;10;4;Multipoliza;19834;8; 4,261 ;2.5;4184.62;2.55;0;0;Sin Rescates Parciales;2023;1981;0;2;0
71;2;0;20231110;4;4;Multipoliza;38224;6; 19,463 ;2.5;19058.01;2.55;0;0;Sin Rescates Parciales;2023;1954;0;2;0
34;1;0;20231123;1;4;Multipoliza;22000;10; 3,138 ;2.5;3072.57;2.55;0;0;Sin Rescates Parciales;2023;1991;0;2;0
37;1;0;20231130;4;4;Multipoliza;52347;6; 8,000 ;2.5;7856.92;2.55;0;0;Sin Rescates Parciales;2023;1988;0;2;0
54;1;0;20231218;4;4;Multipoliza;26093;8; 26,105 ;2.5;25576.95;2.55;0;0;Sin Rescates Parciales;2023;1971;0;2;0
53;2;0;20231228;9;4;Multipoliza;29498;7; 10,496 ;2.8;10234.1;2.55;0;0;Sin Rescates Parciales;2023;1972;0;2;0
45;2;20250103;20240103;4;4;Multipoliza;23994;10; 3,057 ;2.55;3056.52;2.55;3056.22;3056.22;Sin Rescates Parciales;2024;1980;2025;1;1
72;2;0;20240104;2;2;Multipoliza;26053;5; 5,186 ;2.5;5093.85;2.55;0;0;Sin Rescates Parciales;2024;1953;0;1;0
74;1;0;20240104;3;4;Monopoliza;20195;7; 6,248 ;2.5;6123.84;2.55;0;0;Sin Rescates Parciales;2024;1951;0;1;0
67;2;0;20240116;4;4;Multipoliza;27420;5; 41,505 ;2.5;40608.71;2.7;0;0;Sin Rescates Parciales;2024;1958;0;1;0
80;2;0;20240130;5;4;Multipoliza;28633;5; 31,344 ;2.5;30648.45;2.7;0;0;Sin Rescates Parciales;2024;1945;0;1;0
45;2;20260209;20240208;3;4;Multipoliza;21408;8; 8,401 ;2.5;8242.67;2.7;0;0;Sin Rescates Parciales;2024;1980;2026;1;0
60;1;20250217;20240215;1;4;Multipoliza;22000;8; 10,204 ;2.7;10185.82;2.7;10214.03;10214.03;Sin Rescates Parciales;2024;1965;2025;1;1
68;1;20250217;20240215;2;4;Multipoliza;23649;8; 15,292 ;2.7;15266.04;2.7;15305.76;15305.76;Sin Rescates Parciales;2024;1957;2025;1;1
75;2;20250224;20240222;4;4;Multipoliza;29498;7; 102,216 ;2.7;102014.95;2.7;102377.93;102377.93;Sin Rescates Parciales;2024;1950;2025;1;1
78;2;0;20240226;4;4;Multipoliza;38224;6; 5,211 ;2.5;5097.42;2.7;0;0;Sin Rescates Parciales;2024;1947;0;1;0
75;1;0;20240221;1;4;Multipoliza;22000;7; 7,431 ;2.5;25782.52;2.7;18000;6000;Sin Rescates Parciales;2024;1950;0;1;0
51;1;0;20240228;10;6;Monopoliza;29247;6; 20,726 ;2.5;20335.86;2.7;0;0;Sin Rescates Parciales;2024;1974;0;1;0
45;1;20250304;20240304;1;4;Multipoliza;27968;7; 10,230 ;2.7;10192.62;2.7;10232.27;10232.27;Sin Rescates Parciales;2024;1980;2025;1;1
86;1;0;20240306;1;6;Multipoliza;22000;10; 13,672 ;2.5;13374.52;2.7;0;0;Sin Rescates Parciales;2024;1939;0;1;0
38;2;0;20240301;1;4;Multipoliza;22000;10; 4,665 ;2.5;4577.36;2.7;0;0;Sin Rescates Parciales;2024;1987;0;1;0
57;1;0;20240314;4;4;Multipoliza;25069;9; 10,357 ;2.5;10162.47;2.7;0;0;Sin Rescates Parciales;2024;1968;0;1;0
48;1;0;20240315;1;4;Multipoliza;22000;9; 5,085 ;2.5;4979.27;2.7;0;0;Sin Rescates Parciales;2024;1977;0;1;0
49;1;20250402;20240402;1;6;Multipoliza;22000;7; 3,069 ;2.7;3052.32;2.7;3069.69;0;Sin Rescates Parciales;2024;1976;2025;1;1
36;2;20250812;20240405;4;4;Multipoliza;17422;8; 5,475 ;2.8;5405.41;3.25;5258.44;0;Sin Rescates Parciales;2024;1989;2025;1;1
85;1;0;20240412;2;6;Multipoliza;29411;6; 89,059 ;2.8;86837.3;3.25;0;0;Sin Rescates Parciales;2024;1940;0;1;0
63;2;0;20240412;10;4;Multipoliza;24085;9; 19,368 ;2.8;18909.84;3.25;0;0;Sin Rescates Parciales;2024;1962;0;1;0
66;1;0;20240401;4;6;Multipoliza;26086;7; 29,898 ;2.8;29265.02;3.25;0;0;Sin Rescates Parciales;2024;1959;0;1;0
45;1;0;20240418;1;4;Multipoliza;27968;8; 3,119 ;2.8;3054.21;3.25;0;0;Sin Rescates Parciales;2024;1980;0;1;0
67;2;0;20240419;1;4;Multipoliza;22000;10; 6,248 ;2.8;6111.95;3.25;0;0;Sin Rescates Parciales;2024;1958;0;1;0
58;2;0;20240418;10;6;Multipoliza;27070;8; 10,588 ;2.8;10347.57;3.25;0;0;Sin Rescates Parciales;2024;1967;0;1;0
48;2;0;20240425;3;4;Multipoliza;23404;5; 9,398 ;2.8;9175.45;3.25;0;0;Sin Rescates Parciales;2024;1977;0;1;0
28;1;0;20240425;3;6;Monopoliza;19957;11; 10,390 ;2.8;10174.55;3.25;0;0;Sin Rescates Parciales;2024;1997;0;1;0
45;1;0;20240426;3;4;Multipoliza;17485;8; 3,127 ;2.8;3056.17;3.25;0;0;Sin Rescates Parciales;2024;1980;0;1;0
77;1;0;20240502;16;4;Monopoliza;22000;10; 4,156 ;2.8;4069.54;3.25;0;0;Sin Rescates Parciales;2024;1948;0;1;0
48;1;0;20240507;3;4;Multipoliza;38224;8; 27,130 ;2.8;13166.19;3.25;0;0;Sin Rescates Parciales;2024;1977;0;1;0
68;1;0;20240507;3;4;Multipoliza;20479;12; 10,385 ;2.8;10169.48;3.25;0;0;Sin Rescates Parciales;2024;1957;0;1;0
54;1;0;20240503;3;4;Monopoliza;18787;5; 8,947 ;2.8;8752.68;3.25;0;0;Sin Rescates Parciales;2024;1971;0;1;0
64;1;0;20240509;10;4;Multipoliza;29247;8; 41,562 ;2.8;40682.3;3.25;0;0;Sin Rescates Parciales;2024;1961;0;1;0
63;2;0;20240509;3;4;Multipoliza;21072;8; 6,259 ;2.8;6111.33;3.25;0;0;Sin Rescates Parciales;2024;1962;0;1;0
24;2;0;20240509;3;4;Multipoliza;28020;11; 3,130 ;2.8;3055.67;3.25;0;0;Sin Rescates Parciales;2024;2001;0;1;0
58;1;0;20240510;5;6;Multipoliza;28543;7; 10,431 ;2.8;10184.66;3.25;0;0;Sin Rescates Parciales;2024;1967;0;1;0
66;1;0;20240515;1;4;Monopoliza;26285;7; 36,348 ;2.8;35578.64;3.25;0;0;Sin Rescates Parciales;2024;1959;0;1;0
63;2;0;20240515;3;4;Multipoliza;30343;3; 3,123 ;2.8;3052.3;3.25;0;0;Sin Rescates Parciales;2024;1962;0;1;0
82;2;0;20240510;4;4;Multipoliza;17780;5; 38,544 ;2.8;37690.74;3.25;0;0;Sin Rescates Parciales;2024;1943;0;1;0
74;2;0;20240516;1;4;Monopoliza;22000;4; 12,511 ;2.8;12215.29;3.25;0;0;Sin Rescates Parciales;2024;1951;0;1;0
53;1;0;20240524;5;4;Multipoliza;25570;8; 6,251 ;2.8;6103.44;3.25;0;0;Sin Rescates Parciales;2024;1972;0;1;0
66;1;20250603;20240528;1;4;Multipoliza;22000;8; 20,482 ;2.8;20302.24;3.25;19666.3;0;Sin Rescates Parciales;2024;1959;2025;1;1
52;1;0;20240529;1;4;Multipoliza;27479;7; 26,055 ;2.8;25427.21;3.25;0;0;Sin Rescates Parciales;2024;1973;0;1;0
66;1;0;20240526;1;4;Monopoliza;22000;8; 20,817 ;2.8;20344.78;3.25;0;0;Sin Rescates Parciales;2024;1959;0;1;0
55;1;0;20240509;1;4;Multipoliza;22000;3; 10,476 ;2.8;10227.75;3.25;0;0;Sin Rescates Parciales;2024;1970;0;1;0
41;2;0;20240531;9;3;Multipoliza;38224;7; 15,659 ;2.8;15264.67;3.25;0;0;Sin Rescates Parciales;2024;1984;0;1;0
67;1;0;20240603;3;4;Monopoliza;30343;8; 20,826 ;2.8;20333.02;3.25;0;0;Sin Rescates Parciales;2024;1958;0;1;0
46;1;0;20240603;1;4;Multipoliza;22000;9; 5,206 ;2.8;5083.24;3.25;0;0;Sin Rescates Parciales;2024;1979;0;1;0
64;1;20250613;20240613;2;2;Multipoliza;30631;6; 25,585 ;2.8;25362.43;3.25;25601.9;0;Sin Rescates Parciales;2024;1961;2025;1;1
84;2;20250620;20240620;1;4;Multipoliza;22000;9; 93,326 ;2.8;92400.44;3.25;93452.05;0;Sin Rescates Parciales;2024;1941;2025;1;1
80;2;0;20240628;16;4;Monopoliza;25370;7; 5,176 ;2.8;5068.37;3.25;0;0;Sin Rescates Parciales;2024;1945;0;1;0
65;1;0;20240708;16;4;Monopoliza;27153;3; 8,277 ;2.8;8105.77;3.25;0;0;Sin Rescates Parciales;2024;1960;0;1;0
67;1;0;20240708;1;4;Multipoliza;22000;6; 21,553 ;2.8;21106.04;3.25;0;0;Sin Rescates Parciales;2024;1958;0;1;0
27;2;0;20240712;16;4;Monopoliza;27153;3; 24,895 ;2.8;24308.94;3.25;0;0;Sin Rescates Parciales;2024;1998;0;1;0
61;1;0;20240710;3;4;Multipoliza;27327;7; 24,280 ;2.8;23678.01;3.25;0;0;Sin Rescates Parciales;2024;1964;0;1;0
66;1;0;20240717;1;4;Monopoliza;27968;6; 46,668 ;2.8;45559.68;3.25;0;0;Sin Rescates Parciales;2024;1959;0;1;0
62;2;0;20240718;1;4;Multipoliza;21898;11; 144,682 ;2.8;141122.37;3.25;0;0;Sin Rescates Parciales;2024;1963;0;1;0
59;1;0;20240718;1;4;Monopoliza;27968;6; 61,624 ;2.8;60160.7;3.25;0;0;Sin Rescates Parciales;2024;1966;0;1;0
29;2;20250728;20240726;2;4;Multipoliza;25928;7; 55,453 ;3.25;54675.81;3.25;55566.42;0;Sin Rescates Parciales;2024;1996;2025;1;1
67;1;0;20240730;1;6;Monopoliza;27037;7; 21,790 ;2.8;21277.3;3.25;0;0;Sin Rescates Parciales;2024;1958;0;1;0
63;1;0;20240808;16;4;Monopoliza;24629;5; 20,706 ;2.8;20218.83;3.25;0;0;Sin Rescates Parciales;2024;1962;0;1;0
80;1;0;20240827;3;4;Multipoliza;21708;7; 41,431 ;2.8;40385.51;3.25;0;0;Sin Rescates Parciales;2024;1945;0;1;0
52;2;0;20240903;5;4;Multipoliza;25671;10; 31,103 ;2.8;30288.24;3.25;0;0;Sin Rescates Parciales;2024;1973;0;1;0
36;2;0;20240913;5;4;Multipoliza;18389;2; 5,175 ;3.1;5040.26;3.1;0;0;Sin Rescates Parciales;2024;1989;0;1;0
59;1;0;20240924;1;4;Multipoliza;27479;7; 1,032 ;2.8;1007.16;3.25;0;0;Sin Rescates Parciales;2024;1966;0;1;0
52;1;0;20241001;3;4;Multipoliza;25616;7; 15,510 ;2.8;15110.12;3.25;0;0;Sin Rescates Parciales;2024;1973;0;1;0
71;1;0;20240930;4;4;Multipoliza;25546;9; 49,808 ;2.8;48625.41;3.25;0;0;Sin Rescates Parciales;2024;1954;0;1;0
59;1;20251007;20241007;4;6;Multipoliza;null;null; 514,189 ;2.8;503532.22;3.25;514429.42;0;Sin Rescates Parciales;2024;1966;2025;1;1
41;1;0;20241007;1;4;Multipoliza;21578;10; 31,020 ;2.8;30207.1;3.25;0;0;Sin Rescates Parciales;2024;1984;0;1;0
67;1;0;20241008;16;4;Monopoliza;25370;7; 3,089 ;2.8;3018.7;3.25;0;0;Sin Rescates Parciales;2024;1958;0;1;0
62;2;0;20241003;2;4;Multipoliza;29598;4; 8,523 ;2.8;8322.53;3.25;0;0;Sin Rescates Parciales;2024;1963;0;1;0
58;2;0;20241009;4;4;Monopoliza;38224;8; 14,432 ;2.8;14088.4;3.25;0;0;Sin Rescates Parciales;2024;1967;0;1;0
52;1;0;20241010;1;4;Multipoliza;22000;9; 82,548 ;2.8;80516.98;3.25;0;0;Sin Rescates Parciales;2024;1973;0;1;0
59;2;0;20241011;9;3;Multipoliza;38224;8; 11,973 ;2.8;11649.28;3.25;0;0;Sin Rescates Parciales;2024;1966;0;1;0
54;2;0;20241015;1;null;null;27037;8; 40,139 ;2.7;39293.65;2.7;0;0;Sin Rescates Parciales;2024;1971;0;1;0
60;1;20251104;20241031;5;4;Monopoliza;25674;8; 27,641 ;2.7;27106.14;2.7;27647.36;0;Sin Rescates Parciales;2024;1965;2025;1;1
66;2;0;20241026;4;4;Monopoliza;38224;4; 30,762 ;2.7;30114.03;2.7;0;0;Sin Rescates Parciales;2024;1959;0;1;0
50;2;0;20241106;1;6;Multipoliza;38224;8; 75,819 ;2.7;74258.28;2.7;0;0;Sin Rescates Parciales;2024;1975;0;1;0
61;1;0;20241107;16;null;null;21911;10; 24,671 ;2.7;24151.68;2.7;0;0;Sin Rescates Parciales;2024;1964;0;1;0
